ID,Prediction
1,0.7829695
2,0.7829695
3,0.7829695
4,0.7829695
5,0.7829695
6,0.7829695
7,0.7829695
8,0.7829695
9,0.7829695
10,0.7829695
11,0.7829695
12,0.7829695
13,0.7829695
14,0.7829695
15,0.7829695
16,0.78331935
17,0.7829695
18,0.78331935
19,0.7829695
20,0.7829695
21,0.7829695
22,0.7829695
23,0.77199125
24,0.7829695
25,0.7829695
26,0.7829695
27,0.7829695
28,0.7829695
29,0.7829695
30,0.7829695
31,0.7829695
32,0.7829695
33,0.7829695
34,0.7829695
35,0.7829695
36,0.7829695
37,0.7829695
38,0.7829695
39,0.7829695
40,0.7829695
41,0.7829695
42,0.7829695
43,0.78331935
44,0.7829695
45,0.7829695
46,0.7829695
47,0.7829695
48,0.7829695
49,0.7829695
50,0.7829695
51,0.7829695
52,0.7829695
53,0.7829695
54,0.7829695
55,0.78331935
56,0.7829695
57,0.7829695
58,0.7829695
59,0.7829695
60,0.7829695
61,0.7829695
62,0.7829695
63,0.7829695
64,0.7829695
65,0.7829695
66,0.7829695
67,0.77199125
68,0.7829695
69,0.7829695
70,0.7829695
71,0.7829695
72,0.7829695
73,0.7829695
74,0.7829695
75,0.78331935
76,0.7829695
77,0.7829695
78,0.7829695
79,0.7829695
80,0.7829695
81,0.7829695
82,0.7829695
83,0.7829695
84,0.7829695
85,0.7829695
86,0.7829695
87,0.7829695
88,0.7829695
89,0.7829695
90,0.7829695
91,0.7829695
92,0.7829695
93,0.7829695
94,0.7829695
95,0.7829695
96,0.7829695
97,0.7829695
98,0.7829695
99,0.7829695
100,0.7829695
101,0.7829695
102,0.7829695
103,0.7829695
104,0.7829695
105,0.7829695
106,0.7829695
107,0.78331935
108,0.7829695
109,0.7829695
110,0.78331935
111,0.7829695
112,0.7829695
113,0.7829695
114,0.7829695
115,0.7829695
116,0.7829695
117,0.7829695
118,0.7829695
119,0.7829695
120,0.7829695
121,0.7829695
122,0.7829695
123,0.7829695
124,0.7829695
125,0.78331935
126,0.7829695
127,0.7829695
128,0.7829695
129,0.7829695
130,0.7829695
131,0.7829695
132,0.7829695
133,0.7829695
134,0.7829695
135,0.7829695
136,0.7829695
137,0.7829695
138,0.7829695
139,0.78331935
140,0.7829695
141,0.7829695
142,0.7829695
143,0.7829695
144,0.7829695
145,0.7829695
146,0.7829695
147,0.7829695
148,0.7829695
149,0.78331935
150,0.7829695
151,0.7829695
152,0.7829695
153,0.7829695
154,0.7829695
155,0.7829695
156,0.7829695
157,0.7829695
158,0.7829695
159,0.7829695
160,0.7829695
161,0.78331935
162,0.7829695
163,0.7829695
164,0.7829695
165,0.7829695
166,0.7829695
167,0.7829695
168,0.7829695
169,0.7829695
170,0.7829695
171,0.78331935
172,0.7829695
173,0.7829695
174,0.7829695
175,0.7829695
176,0.7829695
177,0.7829695
178,0.7829695
179,0.7829695
180,0.7829695
181,0.7829695
182,0.7829695
183,0.7829695
184,0.7829695
185,0.7829695
186,0.7829695
187,0.7829695
188,0.7829695
189,0.7829695
190,0.7829695
191,0.7829695
192,0.7829695
193,0.7829695
194,0.7829695
195,0.7829695
196,0.7829695
197,0.7829695
198,0.7829695
199,0.7829695
200,0.7829695
201,0.7829695
202,0.7829695
203,0.7829695
204,0.7829695
205,0.7829695
206,0.7829695
207,0.7829695
208,0.7829695
209,0.7829695
210,0.7829695
211,0.7829695
212,0.7829695
213,0.7829695
214,0.7829695
215,0.7829695
216,0.78331935
217,0.7829695
218,0.7829695
219,0.7829695
220,0.78331935
221,0.7829695
222,0.7829695
223,0.7829695
224,0.77199125
225,0.7829695
226,0.7829695
227,0.7829695
228,0.7829695
229,0.7829695
230,0.7829695
231,0.7829695
232,0.7829695
233,0.7829695
234,0.7829695
235,0.7829695
236,0.7829695
237,0.7829695
238,0.7829695
239,0.7829695
240,0.7829695
241,0.7829695
242,0.7829695
243,0.7829695
244,0.7829695
245,0.7829695
246,0.7829695
247,0.7829695
248,0.7829695
249,0.7829695
250,0.7829695
251,0.7829695
252,0.7829695
253,0.7829695
254,0.7829695
255,0.7829695
256,0.7829695
257,0.7829695
258,0.78331935
259,0.7829695
260,0.7829695
261,0.7829695
262,0.7829695
263,0.7829695
264,0.7829695
265,0.7829695
266,0.7829695
267,0.7829695
268,0.7829695
269,0.78331935
270,0.7829695
271,0.7829695
272,0.7829695
273,0.7829695
274,0.7829695
275,0.7829695
276,0.7829695
277,0.7829695
278,0.7829695
279,0.7829695
280,0.7829695
281,0.78331935
282,0.7829695
283,0.7829695
284,0.7829695
285,0.7829695
286,0.78331935
287,0.7829695
288,0.7829695
289,0.7829695
290,0.7829695
291,0.7829695
292,0.7829695
293,0.7829695
294,0.7829695
295,0.7829695
296,0.7829695
297,0.7829695
298,0.7829695
299,0.7829695
300,0.7829695
301,0.7829695
302,0.7829695
303,0.7829695
304,0.7829695
305,0.7829695
306,0.7829695
307,0.7829695
308,0.7829695
309,0.7829695
310,0.7829695
311,0.7829695
312,0.7829695
313,0.7829695
314,0.7829695
315,0.7829695
316,0.7829695
317,0.7829695
318,0.7829695
319,0.7829695
320,0.7829695
321,0.7829695
322,0.7829695
323,0.7829695
324,0.7829695
325,0.7829695
326,0.7829695
327,0.7829695
328,0.7829695
329,0.7829695
330,0.7829695
331,0.7829695
332,0.7829695
333,0.7829695
334,0.7829695
335,0.7829695
336,0.7829695
337,0.7829695
338,0.7829695
339,0.7829695
340,0.7829695
341,0.7829695
342,0.7829695
343,0.7829695
344,0.7829695
345,0.7829695
346,0.7829695
347,0.7829695
348,0.78331935
349,0.7829695
350,0.7829695
351,0.7829695
352,0.7829695
353,0.7829695
354,0.7829695
355,0.7829695
356,0.7829695
357,0.7829695
358,0.7829695
359,0.7829695
360,0.7829695
361,0.7829695
362,0.7829695
363,0.7829695
364,0.7829695
365,0.7829695
366,0.7829695
367,0.7829695
368,0.7829695
369,0.7829695
370,0.78331935
371,0.7829695
372,0.7829695
373,0.7829695
374,0.7829695
375,0.7829695
376,0.7829695
377,0.7829695
378,0.7829695
379,0.7829695
380,0.7829695
381,0.7829695
382,0.7829695
383,0.7829695
384,0.7829695
385,0.7829695
386,0.7829695
387,0.7829695
388,0.7829695
389,0.7829695
390,0.7829695
391,0.7829695
392,0.7829695
393,0.7829695
394,0.7829695
395,0.7829695
396,0.7829695
397,0.7829695
398,0.7829695
399,0.7829695
400,0.7829695
401,0.7829695
402,0.7829695
403,0.7829695
404,0.7829695
405,0.7829695
